standard,reference_no,host_country,project_title,status,registration_date_raw,registration_date,host_country_participant,japanese_participant,methodology_no_raw,methodology_no,methodology_title_raw,methodology_title,methodology_url,source_url
JCM,ID029,Indonesia,Energy Saving by Introducing High Efficiency Autoclave to Infusion Manufacturing Factory,Project registered,18 Dec 24,2024-12-18,PT. Otsuka Indonesia,"Otsuka Pharmaceutical Factory, Inc.","<a href=""/jc/methodologies/id-am028-ver1-0/"">ID_AM028 Ver1.0</a>",ID_AM028 Ver1.0,"<a href=""/jc/methodologies/id-am028-ver1-0/"">ID_AM028 Ver1.0</a>",ID_AM028 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am028-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID028,Indonesia,Introduction of Gas Co-generation System and Absorption Chiller to Motor Parts Factory,Validation,,,PT. DENSO Indonesia,DENSO CORPORATION,"<a href=""/jc/methodologies/id-am023-ver1-0/"">ID_AM023 Ver1.0</a>",ID_AM023 Ver1.0,"<a href=""/jc/methodologies/id-am023-ver1-0/"">ID_AM023 Ver1.0</a>",ID_AM023 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am023-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID027,Indonesia,10MW Mini Hydro Power Plant Project in North Sumatra,Project registered,18 Dec 24,2024-12-18,PT. Citra Multi Energi,"TOYO ENERGY FARM CO., LTD.","<a href=""/jc/methodologies/id-am019-ver1-0/"">ID_AM019 Ver1.0</a>",ID_AM019 Ver1.0,"<a href=""/jc/methodologies/id-am019-ver1-0/"">ID_AM019 Ver1.0</a>",ID_AM019 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am019-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID026,Indonesia,Introduction of LED Lighting to UNIQLO Sales Stores,Project registered,18 Dec 24,2024-12-18,PT. Fast Retailing Indonesia,"FAST RETAILING CO., LTD.","<a href=""/jc/methodologies/id-am020-ver1-0/"">ID_AM020 Ver1.0</a>",ID_AM020 Ver1.0,"<a href=""/jc/methodologies/id-am020-ver1-0/"">ID_AM020 Ver1.0</a>",ID_AM020 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am020-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID025,Indonesia,Energy Saving for Industrial Park with Smart LED Street Lighting System,Project registered,18 Dec 24,2024-12-18,PT. MALIGI PERMATA INDUSTRIAL ESTATE; PT. HARAPAN ANANG BAKRI & SONS; PT. KARAWANG TATABINA INDUSTRIAL ESTATE,"NTT FACILITIES, INC.","<a href=""/jc/methodologies/id-am018-ver1-0/"">ID_AM018 Ver1.0</a>",ID_AM018 Ver1.0,"<a href=""/jc/methodologies/id-am018-ver1-0/"">ID_AM018 Ver1.0</a>",ID_AM018 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am018-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID024,Indonesia,Introduction of Absorption Chiller to Chemical Factory,Project registered,30 Mar 20,2020-03-30,PT. Timuraya Tunggal,Tokyo Century Corporation,"<a href=""/jc/methodologies/id-am022-ver1-0/"">ID_AM022 Ver1.0</a>",ID_AM022 Ver1.0,"<a href=""/jc/methodologies/id-am022-ver1-0/"">ID_AM022 Ver1.0</a>",ID_AM022 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am022-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID023,Indonesia,Installation of Solar Power System and Storage Battery to Commercial Facility,Project registered,17 Feb 21,2021-02-17,PT AEON MALL Indonesia,ITOCHU Corporation,"<a href=""/jc/methodologies/id-am017-ver1-0/"">ID_AM017 Ver1.0</a>",ID_AM017 Ver1.0,"<a href=""/jc/methodologies/id-am017-ver1-0/"">ID_AM017 Ver1.0</a>",ID_AM017 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am017-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID022,Indonesia,Introduction of High Efficiency Once-through Boiler in Golf Ball Factory,Project registered,03 Sep 19,2019-09-03,PT Sumi Rubber Indonesia,"Sumitomo Rubber Industries, Ltd.; Nippon Koei Co., Ltd.","<a href=""/jc/methodologies/id-am015-ver1-0/"">ID_AM015 Ver1.0</a>",ID_AM015 Ver1.0,"<a href=""/jc/methodologies/id-am015-ver1-0/"">ID_AM015 Ver1.0</a>",ID_AM015 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am015-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID021,Indonesia,Introduction of High-efficiency Once-through Boiler in Film Factory,Project registered,31 Oct 19,2019-10-31,PT MC Pet Film Indonesia,"Mitsubishi Chemical Corporation; Nippon Koei Co., Ltd.","<a href=""/jc/methodologies/id-am015-ver1-0/"">ID_AM015 Ver1.0</a>",ID_AM015 Ver1.0,"<a href=""/jc/methodologies/id-am015-ver1-0/"">ID_AM015 Ver1.0</a>",ID_AM015 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am015-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID020,Indonesia,Introduction of High-Efficiency Looms in Weaving Mill,Project registered,03 Sep 19,2019-09-03,PT Nikawa Textile Industry,Nisshinbo Textile Inc.,"<a href=""/jc/methodologies/id-am011-ver1-0/"">ID_AM011 Ver1.0</a>",ID_AM011 Ver1.0,"<a href=""/jc/methodologies/id-am011-ver1-0/"">ID_AM011 Ver1.0</a>",ID_AM011 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am011-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID019,Indonesia,Installation of gas engine cogeneration system to supply electricity and heat to the vehicle manufacturing factory of PT. Toyota Motor Manufacturing Indonesia,Project registered,09 May 19,2019-05-09,PT. Toyota Motor Manufacturing Indonesia,Toyota Tsusho Corporation,"<a href=""/jc/methodologies/id-am016-ver1-0/"">ID_AM016 Ver1.0</a>",ID_AM016 Ver1.0,"<a href=""/jc/methodologies/id-am016-ver1-0/"">ID_AM016 Ver1.0</a>",ID_AM016 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am016-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID018,Indonesia,1.6MW Solar PV Power Plant Project in Jakabaring Sport City,Project registered,07 Mar 19,2019-03-07,Perusahaan Daerah Pertambangan Dan Energi (PDPDE),Sharp Energy Solutions Corporation,"<a href=""/jc/methodologies/id-am013-ver1-0/"">ID_AM013 Ver1.0</a>",ID_AM013 Ver1.0,"<a href=""/jc/methodologies/id-am013-ver1-0/"">ID_AM013 Ver1.0</a>",ID_AM013 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am013-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID017,Indonesia,Introduction of 0.5MW Solar Power System to Aroma and Food Ingredients Factory,Project registered,07 Mar 19,2019-03-07,PT. Indesso Aroma,"Next Energy and Resources Co., Ltd.","<a href=""/jc/methodologies/id-am013-ver1-0/"">ID_AM013 Ver1.0</a>",ID_AM013 Ver1.0,"<a href=""/jc/methodologies/id-am013-ver1-0/"">ID_AM013 Ver1.0</a>",ID_AM013 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am013-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,ID016,Indonesia,Installation of Tribrid System to mobile communicationâs Base Transceiver Stations in Republic of Indonesia,Project registered,10 Jul 18,2018-07-10,PT XL Axiata Tbk.,KDDI Corporation,"<a href=""/jc/methodologies/id-am014-ver1-0/"">ID_AM014 Ver1.0</a>",ID_AM014 Ver1.0,"<a href=""/jc/methodologies/id-am014-ver1-0/"">ID_AM014 Ver1.0</a>",ID_AM014 Ver1.0,https://www.jcm.go.jp/jc/methodologies/id-am014-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
