source_id,source_name,source_project_id,project_name,issuance_date,issued_quantity,credit_unit,methodology_name,durability,country,source_url
puro_earth,Puro Earth,407851,Varaha Corn Seed Facility 2 : Pooling ID 301704,12 Aug 2025,1274.0,CORC,"Biochar, 2022",100+ years,India,https://registry.puro.earth/issuances
puro_earth,Puro Earth,566645,NetZero-003-Brejetuba,08 Aug 2025,452.0,CORC,"Biochar, 2022",100+ years,Brazil,https://registry.puro.earth/issuances
puro_earth,Puro Earth,141608,NetZero-002-Lajinha,08 Aug 2025,873.0,CORC,"Biochar, 2022",100+ years,Brazil,https://registry.puro.earth/issuances
puro_earth,Puro Earth,664457,Bio-Logical Mt Kenya Biochar Project,08 Aug 2025,278.0,CORC,"Biochar, 2022",100+ years,Kenya,https://registry.puro.earth/issuances
puro_earth,Puro Earth,664457,Bio-Logical Mt Kenya Biochar Project,08 Aug 2025,432.0,CORC,"Biochar, 2022",100+ years,Kenya,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",05 Aug 2025,4106.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,227253,Alcom-01-NuevaEcijaPhilippines,01 Aug 2025,132.0,CORC,"Biochar, 2022",100+ years,Philippines,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",22 Jul 2025,6305.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,472483,V-Grid (c/o South Corner Dairy),21 Jul 2025,80.0,CORC,"Biochar, 2022",100+ years,United States,https://registry.puro.earth/issuances
puro_earth,Puro Earth,145827,Carbonity Biochar Production Canada,16 Jul 2025,170.0,CORC,"Biochar, 2022",100+ years,Canada,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",15 Jul 2025,8122.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,631817,Orca plant,08 Jul 2025,108.0,CORC,Geologically stored carbon,1000+ years,Iceland,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",01 Jul 2025,1229.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,511285,"Carbon Cycle, 001, Rieden, DE",30 Jun 2025,498.0,CORC,"Biochar, 2022",100+ years,Germany,https://registry.puro.earth/issuances
puro_earth,Puro Earth,625222,Leeds Production Facility,27 Jun 2025,1706.0,CORC,Carbonated Materials,1000+ years,United Kingdom,https://registry.puro.earth/issuances
puro_earth,Puro Earth,272454,EUTHENIA ENERGY CENTER,24 Jun 2025,584.0,CORC,"Biochar, 2022",100+ years,Spain,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",19 Jun 2025,2436.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",17 Jun 2025,13058.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,686528,Applied Carbon – Terra,13 Jun 2025,847.0,CORC,"Biochar, 2022",100+ years,United States,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",30 May 2025,3658.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,291133,Carbonchip Mobile Carboniser #1,27 May 2025,579.0,CORC,"Biochar, 2022",100+ years,Australia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,752025,Nuntårp Gård,22 May 2025,458.0,CORC,"Biochar, 2022",100+ years,Sweden,https://registry.puro.earth/issuances
puro_earth,Puro Earth,477900,Fasera TSB Facility 1,22 May 2025,586.0,CORC,Terrestrial Storage of Biomass,100+ years,Australia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,514150,InterEarth Bowgada,29 Apr 2025,49.0,CORC,Terrestrial Storage of Biomass,100+ years,Australia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",29 Apr 2025,3677.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,577494,Nian'da Biochar Facility,23 Apr 2025,330.0,CORC,"Biochar, 2022",100+ years,China,https://registry.puro.earth/issuances
puro_earth,Puro Earth,417791,Mammoth,22 Apr 2025,28.0,CORC,"Geologically stored carbon, 2024",1000+ years,Iceland,https://registry.puro.earth/issuances
puro_earth,Puro Earth,507468,Carbofex Nokia 1,17 Apr 2025,187.0,CORC,"Biochar, 2022",100+ years,Finland,https://registry.puro.earth/issuances
puro_earth,Puro Earth,631817,Orca plant,17 Apr 2025,77.0,CORC,Geologically stored carbon,1000+ years,Iceland,https://registry.puro.earth/issuances
puro_earth,Puro Earth,625222,Leeds Production Facility,08 Apr 2025,1757.0,CORC,Carbonated Materials,1000+ years,United Kingdom,https://registry.puro.earth/issuances
puro_earth,Puro Earth,511285,"Carbon Cycle, 001, Rieden, DE",01 Apr 2025,192.0,CORC,"Biochar, 2022",100+ years,Germany,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",28 Mar 2025,3134.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",28 Mar 2025,3632.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,226049,Farm Gai Kaisa 159,25 Mar 2025,3351.0,CORC,"Biochar, 2022",100+ years,Namibia,https://registry.puro.earth/issuances
