source_id,source_name,methodology_name,methodology_code,source_project_id,project_name,country,project_url
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,2088,Incesu WPP,Turkey,https://registry.goldstandard.org/projects/details/2088
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1890,Bac Lieu Province Wind Power Plant,Viet Nam,https://registry.goldstandard.org/projects/details/1890
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1888,Family-sized biodigester project in South Mali,Mali,https://registry.goldstandard.org/projects/details/1888
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1745,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-053,China,https://registry.goldstandard.org/projects/details/1745
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1744,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-052,China,https://registry.goldstandard.org/projects/details/1744
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1743,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-051,China,https://registry.goldstandard.org/projects/details/1743
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1742,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-050,China,https://registry.goldstandard.org/projects/details/1742
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1741,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-049,China,https://registry.goldstandard.org/projects/details/1741
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1740,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-048,China,https://registry.goldstandard.org/projects/details/1740
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1739,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-047,China,https://registry.goldstandard.org/projects/details/1739
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1738,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-046,China,https://registry.goldstandard.org/projects/details/1738
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1737,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-045,China,https://registry.goldstandard.org/projects/details/1737
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1736,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-044,China,https://registry.goldstandard.org/projects/details/1736
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,4425,Vaayu India Wind Power Project in Tamilnadu,India,https://registry.goldstandard.org/projects/details/4425
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1735,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-043,China,https://registry.goldstandard.org/projects/details/1735
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1734,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-042,China,https://registry.goldstandard.org/projects/details/1734
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1733,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-041,China,https://registry.goldstandard.org/projects/details/1733
gold_standard,Gold Standard,AMS-I.I. Biogas/biomass thermal applications for households/small users,,1732,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-040,China,https://registry.goldstandard.org/projects/details/1732
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1731,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-039,China,https://registry.goldstandard.org/projects/details/1731
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1730,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-038,China,https://registry.goldstandard.org/projects/details/1730
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1728,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-037,China,https://registry.goldstandard.org/projects/details/1728
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1727,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-036,China,https://registry.goldstandard.org/projects/details/1727
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1726,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-035,China,https://registry.goldstandard.org/projects/details/1726
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1725,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-034,China,https://registry.goldstandard.org/projects/details/1725
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1724,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-033,China,https://registry.goldstandard.org/projects/details/1724
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1723,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-032,China,https://registry.goldstandard.org/projects/details/1723
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1722,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-031,China,https://registry.goldstandard.org/projects/details/1722
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1721,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-030,China,https://registry.goldstandard.org/projects/details/1721
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1720,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-029,China,https://registry.goldstandard.org/projects/details/1720
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1719,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-028,China,https://registry.goldstandard.org/projects/details/1719
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1718,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-027,China,https://registry.goldstandard.org/projects/details/1718
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1717,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-026,China,https://registry.goldstandard.org/projects/details/1717
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1716,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-025,China,https://registry.goldstandard.org/projects/details/1716
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1715,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-024,China,https://registry.goldstandard.org/projects/details/1715
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1714,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-023,China,https://registry.goldstandard.org/projects/details/1714
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1713,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-022,China,https://registry.goldstandard.org/projects/details/1713
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1712,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-021,China,https://registry.goldstandard.org/projects/details/1712
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1711,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-020,China,https://registry.goldstandard.org/projects/details/1711
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1710,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-019,China,https://registry.goldstandard.org/projects/details/1710
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1709,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-018,China,https://registry.goldstandard.org/projects/details/1709
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1708,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-017,China,https://registry.goldstandard.org/projects/details/1708
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1707,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-016,China,https://registry.goldstandard.org/projects/details/1707
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1706,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-015,China,https://registry.goldstandard.org/projects/details/1706
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1705,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-014,China,https://registry.goldstandard.org/projects/details/1705
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1704,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-013,China,https://registry.goldstandard.org/projects/details/1704
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1703,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-012,China,https://registry.goldstandard.org/projects/details/1703
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1702,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-011,China,https://registry.goldstandard.org/projects/details/1702
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1701,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-010,China,https://registry.goldstandard.org/projects/details/1701
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1700,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-009,China,https://registry.goldstandard.org/projects/details/1700
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1588,Nanyang Danjiang River Solar Cooker Project Phase II,China,https://registry.goldstandard.org/projects/details/1588
gold_standard,Gold Standard,GS TPDDTEC v 2.,,2421,GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA2 Bolivia,Bolivia Plurinational State of,https://registry.goldstandard.org/projects/details/2421
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1699,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-008,China,https://registry.goldstandard.org/projects/details/1699
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1697,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-006,China,https://registry.goldstandard.org/projects/details/1697
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1696,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-005,China,https://registry.goldstandard.org/projects/details/1696
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1695,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-004,China,https://registry.goldstandard.org/projects/details/1695
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1693,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-002,China,https://registry.goldstandard.org/projects/details/1693
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1692,Wind Power Plant No.1 - Binh Thuan 30MW,Viet Nam,https://registry.goldstandard.org/projects/details/1692
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1691,GS1384 Energy Efficiency at Artisanal Brick Producers VPA1,Peru,https://registry.goldstandard.org/projects/details/1691
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1689,Biomass in Rajasthan - Electricity generation from mustard crop residues,India,https://registry.goldstandard.org/projects/details/1689
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1688,BARBAROS WIND POWER PLANT PROJECT 12 MW,Turkey,https://registry.goldstandard.org/projects/details/1688
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1488,DelAgua Public Health Program in East Africa,Rwanda,https://registry.goldstandard.org/projects/details/1488
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1384,Energy Efficiency at Artisanal Brick Producers PoA,Peru,https://registry.goldstandard.org/projects/details/1384
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1382,BAGARASI WPP,Turkey,https://registry.goldstandard.org/projects/details/1382
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1381,Zero Energy Water Purifier GS Project in India by Hindustan Unilever Limited,India,https://registry.goldstandard.org/projects/details/1381
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1377,GS1377 Utsil Naj - Casa saludable para todos,El Salvador,https://registry.goldstandard.org/projects/details/1377
gold_standard,Gold Standard,GS Biodiesel from Waste Oil or Fat v1.,,1374,Recyling Used Cooking Oil into Biodiesel in Bali,Indonesia,https://registry.goldstandard.org/projects/details/1374
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1373,Caruquia 9.76 MW hydroelectric project,Colombia,https://registry.goldstandard.org/projects/details/1373
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1372,KIYIKOY WPP,Turkey,https://registry.goldstandard.org/projects/details/1372
gold_standard,Gold Standard,ACM0001 Flaring or use of landfill gas,,1371,Bangkok Kamphaeng Saen East: Landfill Gas to Electricity Project,Thailand,https://registry.goldstandard.org/projects/details/1371
gold_standard,Gold Standard,ACM0001 Flaring or use of landfill gas,,1370,Bangkok Kamphaeng Saen West: Landfill Gas to Electricity Project,Thailand,https://registry.goldstandard.org/projects/details/1370
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1368,Edincik Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1368
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1367,Betulia Hydroelectric project,Honduras,https://registry.goldstandard.org/projects/details/1367
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1366,GS 1366 Micro Energy PoA,Kenya,https://registry.goldstandard.org/projects/details/1366
gold_standard,Gold Standard,GS Methodology for Improved Cook stoves and Kitchen Regimes v1.,,1365,GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru â€“ VPA3,Peru,https://registry.goldstandard.org/projects/details/1365
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1388,GS1366 Micro Energy PoA VPA 1 Isiolo Cookstoves,Kenya,https://registry.goldstandard.org/projects/details/1388
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1362,Nam Pong Hydropower Project,Viet Nam,https://registry.goldstandard.org/projects/details/1362
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1355,Song Bung 5 Hydropower Project,Viet Nam,https://registry.goldstandard.org/projects/details/1355
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1354,Vietnam Small Hydro PoA,Viet Nam,https://registry.goldstandard.org/projects/details/1354
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1353,CPA # 3 Improved Cooking Stoves for Nigeria GS 1353,Nigeria,https://registry.goldstandard.org/projects/details/1353
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1352,CPA # 2 Improved Cooking Stoves for Nigeria GS 1352,Nigeria,https://registry.goldstandard.org/projects/details/1352
gold_standard,Gold Standard,AM0048 New cogeneration facilities supplying electricity and/or steam to multiple customers and displacing grid/off-grid steam and electricity generation with more carbon-intensive fuels,,1351,TPP Topar Kazakhmys Corporation LLC,Kazakhstan,https://registry.goldstandard.org/projects/details/1351
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1350,InfraVest Taiwan Wind Farms Bundled Project 2012,Taiwan,https://registry.goldstandard.org/projects/details/1350
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1347,Dak Pone Hydropower Project,Viet Nam,https://registry.goldstandard.org/projects/details/1347
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1345,Song Bung 6 Hydropower Project,Viet Nam,https://registry.goldstandard.org/projects/details/1345
gold_standard,Gold Standard,AMS-II.E. Energy efficiency and fuel switching measures for buildings,,1344,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - Mongolia - CPA No.001: XacBank LLC,Mongolia,https://registry.goldstandard.org/projects/details/1344
gold_standard,Gold Standard,AMS-II.E. Energy efficiency and fuel switching measures for buildings,,1343,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - Mongolia,Mongolia,https://registry.goldstandard.org/projects/details/1343
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1342,Pitane WPP,Turkey,https://registry.goldstandard.org/projects/details/1342
gold_standard,Gold Standard,Not provided,,1337,POLATLI BIOGAS PLANT,Turkey,https://registry.goldstandard.org/projects/details/1337
gold_standard,Gold Standard,ACM0022 Alternative waste treatment processes,,1336,Komurcuoda MSW Mechanical and Biological Treatment (MBT) and Recycling Project,Turkey,https://registry.goldstandard.org/projects/details/1336
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1333,Kizilcaterzi Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1333
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1330,GS1265 - African Biomass Energy Conservation POA - Malawi Biomass Conservation - Dowa District,Malawi,https://registry.goldstandard.org/projects/details/1330
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1329,GS1265 - Rwanda Biomass Conservation - VPA (1) - African Biomass Energy Conservation POA,Rwanda,https://registry.goldstandard.org/projects/details/1329
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1325,GS 1324: Paradigm Sub Saharan Africa Programme of Activities - Rwanda 01 (TPP-Â­&#8208;CPA-Â­&#8208;01-Â­&#8208;RWN),Rwanda,https://registry.goldstandard.org/projects/details/1325
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1324,Paradigm Sub Saharan Africa Cook Stove Programme,Rwanda,https://registry.goldstandard.org/projects/details/1324
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1323,ARI-EN BUNDLED WPPs,Turkey,https://registry.goldstandard.org/projects/details/1323
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1317,Rehabilitation and Extension of Itete Hospital Hydropower Station,Tanzania United Republic of,https://registry.goldstandard.org/projects/details/1317
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1316,ERH – Biogas recovery heat and electricity generation from effluents ponds in Honduras,Honduras,https://registry.goldstandard.org/projects/details/1316
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1315,GS1309 Low cost irrigation devices programme in India-VPA 06,India,https://registry.goldstandard.org/projects/details/1315
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1314,GS1309 Low cost irrigation devices programme in India-VPA 05,India,https://registry.goldstandard.org/projects/details/1314
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1313,GS1309 Low cost irrigation devices programme in India-VPA 04,India,https://registry.goldstandard.org/projects/details/1313
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1312,GS1309 Low cost irrigation devices programme in India-VPA 03,India,https://registry.goldstandard.org/projects/details/1312
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1311,GS1309 Low cost irrigation devices programme in India-VPA 02,India,https://registry.goldstandard.org/projects/details/1311
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1310,GS1309 Low cost irrigation devices programme in India-VPA 01,India,https://registry.goldstandard.org/projects/details/1310
gold_standard,Gold Standard,AMS-I.B. Mechanical energy for the user with or without electrical energy,,1309,Low cost irrigation devices programme in India,India,https://registry.goldstandard.org/projects/details/1309
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1308,Germiyan 9.6 MW WPP,Turkey,https://registry.goldstandard.org/projects/details/1308
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1307,Wind power project by GFL in Gudhepanchgani,India,https://registry.goldstandard.org/projects/details/1307
gold_standard,Gold Standard,AMS-I.F. Renewable electricity generation for captive use and mini-grid,,1304,India One Solar Thermal Power Project,India,https://registry.goldstandard.org/projects/details/1304
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1303,Karadere Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1303
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,1299,India Organic Waste Management Programme (IOWMP),India,https://registry.goldstandard.org/projects/details/1299
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1298,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,Colombia,https://registry.goldstandard.org/projects/details/1298
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,1296,Dissemination of TLUD improved cook stoves in the Sundarbans India,India,https://registry.goldstandard.org/projects/details/1296
gold_standard,Gold Standard,AMS-III.F. Avoidance of methane emissions through controlled biological treatment of biomass,,1295,KIPRAH community based integrated waste management project Indonesia,Indonesia,https://registry.goldstandard.org/projects/details/1295
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,1291,Balsas Renewable Energy Project,Brazil,https://registry.goldstandard.org/projects/details/1291
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1288,Sichuan Rural Poor-Household Biogas Development Programme CPA Nb. SCHHBG-2010-01,China,https://registry.goldstandard.org/projects/details/1288
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1286,Şenbük WPP Project,Turkey,https://registry.goldstandard.org/projects/details/1286
gold_standard,Gold Standard,Not provided,,1282,Efeler Biogas Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1282
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1267,GS1247 VPA 1 Improved Kitchen Regimes: Bugesera Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/1267
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1265,African Biomass Energy Conservation POA,Rwanda,https://registry.goldstandard.org/projects/details/1265
gold_standard,Gold Standard,AMS-II.J. Demand-side activities for efficient lighting technologies,,1334,Distribution of Energy Savings Lamps in Madagascar - Project 1,Madagascar,https://registry.goldstandard.org/projects/details/1334
gold_standard,Gold Standard,GS TPDDTEC v 2.,,1249,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 2 - Suswa 1,Kenya,https://registry.goldstandard.org/projects/details/1249
gold_standard,Gold Standard,GS TPDDTEC v 2.,,1248,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 1 - Inkoirienito and Oltepesi,Kenya,https://registry.goldstandard.org/projects/details/1248
gold_standard,Gold Standard,AMS-II.E. Energy efficiency and fuel switching measures for buildings,,1246,Energy Efficiency measures in DMRC Phase II stations,India,https://registry.goldstandard.org/projects/details/1246
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1244,Production of thermal energy from renewable biomass at Melhoramentos Papeis Ltda (CMPC group),Brazil,https://registry.goldstandard.org/projects/details/1244
gold_standard,Gold Standard,AMS-III.D. Methane recovery in animal manure management systems,,1243,Sichuan Animal Farms GHG Mitigation Programme CPA Nb. SCAFBG-2011-01,China,https://registry.goldstandard.org/projects/details/1243
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1241,Seferihisar 16MW Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1241
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1240,UpEnergy Open Access Improved Cookstoves Program in Latin America- Nicaragua,Nicaragua,https://registry.goldstandard.org/projects/details/1240
gold_standard,Gold Standard,AMS-III.D. Methane recovery in animal manure management systems,,1238,Sichuan Animal Farms GHG Mitigation Programme,China,https://registry.goldstandard.org/projects/details/1238
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1236,UpEnergy Open Access Improved Cookstoves Program in Latin America,El Salvador,https://registry.goldstandard.org/projects/details/1236
gold_standard,Gold Standard,AMS-I.A. Electricity generation by the user,,1233,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India,India,https://registry.goldstandard.org/projects/details/1233
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1348,CERIT 90 MW WPP,Turkey,https://registry.goldstandard.org/projects/details/1348
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,1231,The Breathing Space Improved Cooking Stoves Programme India - VPA No. 01 Envirofit,India,https://registry.goldstandard.org/projects/details/1231
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1230,Ege Wind Farm Project,Turkey,https://registry.goldstandard.org/projects/details/1230
gold_standard,Gold Standard,AMS-III.F. Avoidance of methane emissions through controlled biological treatment of biomass,,1229,Organic waste composting in Kathmandu Valley,Nepal,https://registry.goldstandard.org/projects/details/1229
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1228,National Bachu Biomass Power Generation Project,China,https://registry.goldstandard.org/projects/details/1228
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,2495,Güvercin Hydroelectric Power Plant,Turkey,https://registry.goldstandard.org/projects/details/2495
gold_standard,Gold Standard,AMS-I.J. Solar water heating systems (SWH) ,,1224,Dissemination of Solar Water Heating Systems in Bolivia,Bolivia Plurinational State of,https://registry.goldstandard.org/projects/details/1224
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1223,SUTAS KARACABEY BIOGAS PLANT,Turkey,https://registry.goldstandard.org/projects/details/1223
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,1222,Karaman Biomass-to-Energy Facility Turkey,Turkey,https://registry.goldstandard.org/projects/details/1222
